Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9428166,AIR_11,REGION,AFR,YEAR,,,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,3451 [2651-4383],3450.544,2650.798,4383.136,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9428203,AIR_11,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9428708,AIR_11,COUNTRY,SEN,YEAR,AFR,Africa,SEX,SEX_MLE,2011,GHECAUSE,GHECAUSE_GHE001180,,,,,284 [173-481],284.068,172.9,481.233,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9429091,AIR_11,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2010,GHECAUSE,GHECAUSE_GHE000680,,,,,6 [5-8],6.474,4.894,8.089,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9429359,AIR_11,COUNTRY,SRB,YEAR,EUR,Europe,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE001130,,,,,1397 [711-2278],1397.085,710.603,2278.115,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9429363,AIR_11,COUNTRY,SYC,YEAR,AFR,Africa,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9429556,AIR_11,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE001140,,,,,59 [28-110],59.012,28.143,109.885,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9429595,AIR_11,REGION,EUR,YEAR,,,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE000680,,,,,1680 [396-4022],1680.299,396.068,4021.931,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9430436,AIR_11,COUNTRY,GAB,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE000000,,,,,175 [62-318],174.994,61.736,318.026,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9430880,AIR_11,COUNTRY,TON,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2011,GHECAUSE,GHECAUSE_GHE001140,,,,,8 [4-16],8.193,3.514,15.667,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9430915,AIR_11,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE001130,,,,,252 [0-1101],252.409,0,1100.643,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9431248,AIR_11,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE000390,,,,,5 [1-12],4.949,0.577,12.278,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9431282,AIR_11,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2011,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9431534,AIR_11,COUNTRY,CRI,YEAR,AMR,Americas,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE000390,,,,,45 [18-85],45.261,17.953,84.732,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9431790,AIR_11,COUNTRY,CHE,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9432350,AIR_11,COUNTRY,MNE,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,GHECAUSE,GHECAUSE_GHE001130,,,,,322 [187-480],321.865,187.38,479.877,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9432709,AIR_11,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,19 [0-64],18.984,0,64.274,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9432790,AIR_11,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9432869,AIR_11,COUNTRY,UZB,YEAR,EUR,Europe,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE000000,,,,,4506 [521-10 505],4505.807,520.989,10504.71,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9433066,AIR_11,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_MLE,2019,GHECAUSE,GHECAUSE_GHE000390,,,,,289 [188-386],289.211,187.514,386.318,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9433277,AIR_11,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,GHECAUSE,GHECAUSE_GHE001140,,,,,295 [190-436],294.582,189.838,436.489,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9433788,AIR_11,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,GHECAUSE,GHECAUSE_GHE000000,,,,,17 003 [3362-37 579],17002.806,3361.651,37578.534,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9434454,AIR_11,COUNTRY,BRN,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2018,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9434705,AIR_11,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9434759,AIR_11,COUNTRY,SUR,YEAR,AMR,Americas,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE001180,,,,,3 [1-8],2.848,0.874,7.524,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9434824,AIR_11,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000000,,,,,13 407 [11 377-15 846],13407.245,11377.289,15845.95,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9434932,AIR_11,GLOBAL,GLOBAL,YEAR,,,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE000000,,,,,1 895 331 [1 236 692-2 690 089],1895331.467,1236691.979,2690089.166,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9435120,AIR_11,COUNTRY,FIN,YEAR,EUR,Europe,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9435307,AIR_11,COUNTRY,VNM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE001140,,,,,12 686 [3061-30 810],12686.257,3060.721,30810.116,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9435365,AIR_11,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE000680,,,,,259 [137-396],258.808,137.289,395.701,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9435637,AIR_11,COUNTRY,GRC,YEAR,EUR,Europe,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9436493,AIR_11,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,1434 [820-2073],1434.256,820.103,2072.698,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9436580,AIR_11,COUNTRY,ESP,YEAR,EUR,Europe,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9437368,AIR_11,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2015,GHECAUSE,GHECAUSE_GHE001140,,,,,31 [18-49],30.607,18.178,48.776,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9437815,AIR_11,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE001140,,,,,97 [0-466],97.493,0,466.31,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9437821,AIR_11,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,5417 [4316-6238],5416.957,4316.194,6238.056,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9438033,AIR_11,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,3107 [2628-3692],3106.515,2628.32,3691.8,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9438290,AIR_11,COUNTRY,ARE,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9438533,AIR_11,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9438661,AIR_11,COUNTRY,ARM,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE000000,,,,,442 [38-1346],441.921,38.155,1345.515,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9438697,AIR_11,COUNTRY,TKM,YEAR,EUR,Europe,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,21 [0-147],20.795,0,146.94,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9438861,AIR_11,COUNTRY,VCT,YEAR,AMR,Americas,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-1],0.301,0.009,1.084,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9438891,AIR_11,COUNTRY,MLT,YEAR,EUR,Europe,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9439457,AIR_11,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2018,GHECAUSE,GHECAUSE_GHE000000,,,,,102 728 [50 645-169 799],102728.109,50645.33,169798.851,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9440456,AIR_11,COUNTRY,LAO,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE000000,,,,,5759 [4909-6747],5758.614,4908.984,6747.267,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9440586,AIR_11,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE001140,,,,,231 058 [100 603-448 493],231058.04,100603.332,448493.172,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9440867,AIR_11,COUNTRY,TZA,YEAR,AFR,Africa,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE000680,,,,,46 [38-52],45.619,38.243,51.859,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9441250,AIR_11,COUNTRY,SGP,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9441563,AIR_11,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_MLE,2019,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9442004,AIR_11,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE000000,,,,,1289 [791-1772],1289.264,791.273,1772.431,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9442145,AIR_11,COUNTRY,GMB,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000000,,,,,1529 [1323-1733],1528.642,1322.766,1733.367,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9442470,AIR_11,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9442578,AIR_11,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2019,GHECAUSE,GHECAUSE_GHE000000,,,,,7259 [3996-11 196],7259.1,3996.257,11195.755,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9442895,AIR_11,COUNTRY,ARM,YEAR,EUR,Europe,SEX,SEX_BTSX,2018,GHECAUSE,GHECAUSE_GHE001130,,,,,159 [0-592],158.512,0,592.114,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9442971,AIR_11,COUNTRY,BIH,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,GHECAUSE,GHECAUSE_GHE001140,,,,,978 [365-1817],978.349,365.384,1816.888,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9442997,AIR_11,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,632 [513-765],632.113,512.722,765.212,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9443239,AIR_11,COUNTRY,LKA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE001180,,,,,3289 [2095-5354],3289.049,2095.414,5353.966,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9443456,AIR_11,COUNTRY,SDN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE000390,,,,,3134 [1568-4383],3134.285,1567.717,4382.95,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9443775,AIR_11,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2015,GHECAUSE,GHECAUSE_GHE000390,,,,,83 [63-98],82.605,63.188,98.423,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9443780,AIR_11,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE001180,,,,,1361 [888-2206],1360.966,888.39,2206.39,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9443938,AIR_11,COUNTRY,JAM,YEAR,AMR,Americas,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,13 [3-25],13.292,3.067,25.496,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9444308,AIR_11,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9444625,AIR_11,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE000680,,,,,25 [19-30],24.586,18.755,29.712,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9444643,AIR_11,COUNTRY,NLD,YEAR,EUR,Europe,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9444904,AIR_11,COUNTRY,TLS,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE000390,,,,,167 [129-199],167.46,128.998,198.765,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9445018,AIR_11,COUNTRY,SAU,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2018,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9445534,AIR_11,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE001180,,,,,110 [63-198],109.593,63.431,197.701,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9446180,AIR_11,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_BTSX,2018,GHECAUSE,GHECAUSE_GHE000000,,,,,13 723 [11 632-16 189],13722.59,11632.134,16188.783,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
9446454,AIR_11,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE000000,,,,,1439 [176-3613],1439.368,175.907,3612.785,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9446495,AIR_11,COUNTRY,MUS,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE001140,,,,,16 [1-56],15.588,0.614,56.467,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9447037,AIR_11,COUNTRY,GUY,YEAR,AMR,Americas,SEX,SEX_MLE,2011,GHECAUSE,GHECAUSE_GHE000680,,,,,3 [2-4],3.129,2.032,4.246,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9447462,AIR_11,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE000000,,,,,13 546 [10 802-16 365],13546.193,10801.598,16365.287,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9448374,AIR_11,COUNTRY,GRD,YEAR,AMR,Americas,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-1],0.256,0.032,0.65,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9448399,AIR_11,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE000000,,,,,3606 [3006-4319],3605.662,3006.09,4318.805,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9448549,AIR_11,COUNTRY,MEX,YEAR,AMR,Americas,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000680,,,,,875 [487-1310],875.47,486.92,1310.282,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9449088,AIR_11,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9449907,AIR_11,COUNTRY,HTI,YEAR,AMR,Americas,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,2449 [1968-2964],2448.584,1968.154,2964.253,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9450138,AIR_11,COUNTRY,CRI,YEAR,AMR,Americas,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE001180,,,,,27 [9-71],27.181,8.657,71.063,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9450391,AIR_11,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE001140,,,,,69 [38-113],69.051,38.432,113.235,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9450840,AIR_11,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE000000,,,,,656 [545-774],655.657,545.46,773.671,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9450861,AIR_11,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,664 [452-878],664.32,452.09,877.968,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9450990,AIR_11,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE000680,,,,,1084 [601-1647],1083.724,600.705,1646.885,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9451174,AIR_11,COUNTRY,ISR,YEAR,EUR,Europe,SEX,SEX_MLE,2010,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9451196,AIR_11,COUNTRY,DNK,YEAR,EUR,Europe,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9451239,AIR_11,COUNTRY,AGO,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE000000,,,,,16 232 [11 540-20 791],16231.827,11539.613,20790.734,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9451709,AIR_11,COUNTRY,MUS,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000680,,,,,4 [0-18],4.411,0,17.599,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9452071,AIR_11,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9452342,AIR_11,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE001130,,,,,2304 [1818-2840],2303.975,1818.333,2839.738,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9452371,AIR_11,COUNTRY,AFG,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE001180,,,,,1664 [1049-2720],1664.193,1048.595,2720.242,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9452797,AIR_11,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_BTSX,2011,GHECAUSE,GHECAUSE_GHE001140,,,,,269 [139-474],268.992,139.333,473.965,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
