Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9695934,AIR_11,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE001140,,,,,5 [2-10],4.574,1.719,9.628,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9696750,AIR_11,COUNTRY,DZA,YEAR,AFR,Africa,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE001130,,,,,172 [0-922],172.272,0,922.058,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9427126,AIR_11,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2013,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9427161,AIR_11,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_MLE,2016,GHECAUSE,GHECAUSE_GHE001130,,,,,173 [142-209],173.202,142.003,208.622,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9427368,AIR_11,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2011,GHECAUSE,GHECAUSE_GHE001180,,,,,2 [0-14],2.026,0,14.157,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9427631,AIR_11,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE001130,,,,,129 [92-174],128.618,91.687,173.669,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
9427632,AIR_11,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_MLE,2018,GHECAUSE,GHECAUSE_GHE001130,,,,,1839 [1499-2226],1838.535,1499.314,2226.429,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
170,AIR_11,COUNTRY,ROU,YEAR,EUR,Europe,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
274,AIR_11,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE000390,,,,,734 [563-875],733.963,563.154,874.629,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
326,AIR_11,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_FMLE,2015,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
718,AIR_11,COUNTRY,NER,YEAR,AFR,Africa,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,1385 [1155-1665],1385.204,1154.775,1665.471,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
857,AIR_11,COUNTRY,GBR,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
959,AIR_11,COUNTRY,CPV,YEAR,AFR,Africa,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000680,,,,,4 [2-5],3.794,2.388,5.178,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
1128,AIR_11,COUNTRY,GHA,YEAR,AFR,Africa,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,52 [42-61],51.815,42.493,60.535,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
1368,AIR_11,COUNTRY,MAR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE000680,,,,,21 [0-78],20.789,0,77.875,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
1517,AIR_11,COUNTRY,TZA,YEAR,AFR,Africa,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE001130,,,,,2059 [1702-2457],2058.85,1701.607,2456.954,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
1815,AIR_11,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_FMLE,2011,GHECAUSE,GHECAUSE_GHE001140,,,,,6180 [4059-8972],6180.052,4058.918,8972.03,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
2014,AIR_11,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2018,GHECAUSE,GHECAUSE_GHE000680,,,,,264 [226-295],263.627,226.462,294.925,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
2539,AIR_11,COUNTRY,NPL,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2017,GHECAUSE,GHECAUSE_GHE000390,,,,,3073 [2254-3702],3073.173,2253.77,3701.53,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
2784,AIR_11,COUNTRY,HRV,YEAR,EUR,Europe,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2952,AIR_11,COUNTRY,URY,YEAR,AMR,Americas,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
3203,AIR_11,COUNTRY,NZL,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2010,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3223,AIR_11,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3255,AIR_11,COUNTRY,COM,YEAR,AFR,Africa,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000000,,,,,304 [257-346],304.207,257.467,346.419,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
3574,AIR_11,COUNTRY,MNE,YEAR,EUR,Europe,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE001130,,,,,267 [161-400],267.4,160.692,400.309,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
3690,AIR_11,COUNTRY,BOL,YEAR,AMR,Americas,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE001180,,,,,210 [92-473],209.707,92.27,472.557,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3902,AIR_11,COUNTRY,KOR,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2018,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
3991,AIR_11,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2019,GHECAUSE,GHECAUSE_GHE000680,,,,,196 [0-820],196.093,0,819.973,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4187,AIR_11,COUNTRY,PAN,YEAR,AMR,Americas,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
4487,AIR_11,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,86 [42-131],85.992,42.445,131.039,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
4494,AIR_11,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,GHECAUSE,GHECAUSE_GHE001140,,,,,621 [202-1363],621.098,202.15,1363.318,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
4555,AIR_11,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2018,GHECAUSE,GHECAUSE_GHE000390,,,,,48 [32-64],48.147,32.318,63.726,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
4988,AIR_11,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5010,AIR_11,COUNTRY,AUS,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2012,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
5330,AIR_11,COUNTRY,HRV,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
5559,AIR_11,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_FMLE,2016,GHECAUSE,GHECAUSE_GHE001140,,,,,281 [91-634],281.367,91.443,633.929,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
5999,AIR_11,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE001130,,,,,13 230 [10 821-15 868],13229.558,10820.659,15868.224,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
6151,AIR_11,COUNTRY,WSM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE000680,,,,,6 [5-8],6.254,4.675,7.831,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6517,AIR_11,REGION,WPR,YEAR,,,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,508 310 [274 875-771 707],508309.821,274875.364,771706.598,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
6805,AIR_11,COUNTRY,ALB,YEAR,EUR,Europe,SEX,SEX_FMLE,2018,GHECAUSE,GHECAUSE_GHE001140,,,,,452 [121-1057],451.502,121.076,1056.766,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7110,AIR_11,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_MLE,2010,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7240,AIR_11,COUNTRY,BRA,YEAR,AMR,Americas,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE001180,,,,,1244 [145-3917],1243.686,144.516,3916.751,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7838,AIR_11,REGION,WPR,YEAR,,,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE001140,,,,,180 729 [82 910-342 494],180729.238,82909.906,342493.667,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7989,AIR_11,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
8558,AIR_11,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE000680,,,,,2610 [1857-3243],2610.082,1857.465,3242.903,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8891,AIR_11,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE001130,,,,,217 [151-288],216.675,150.977,288.215,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9217,AIR_11,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,328 483 [174 749-502 409],328482.554,174748.977,502409.346,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
9308,AIR_11,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9776,AIR_11,COUNTRY,UGA,YEAR,AFR,Africa,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,13 438 [10 719-15 463],13437.953,10719.087,15462.901,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9955,AIR_11,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_FMLE,2016,GHECAUSE,GHECAUSE_GHE001130,,,,,167 [120-221],166.862,120.496,220.908,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
10208,AIR_11,COUNTRY,UKR,YEAR,EUR,Europe,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000000,,,,,6152 [846-15 320],6152.336,845.782,15320.089,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
10477,AIR_11,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_FMLE,2011,GHECAUSE,GHECAUSE_GHE001130,,,,,861 [583-1158],860.677,582.8,1158.247,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
10657,AIR_11,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,1742 [1034-2501],1742.057,1034.13,2501.452,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
10915,AIR_11,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE000680,,,,,36 [32-41],36.386,31.649,40.678,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
11304,AIR_11,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_MLE,2011,GHECAUSE,GHECAUSE_GHE000000,,,,,1533 [1129-2012],1533.115,1129.164,2012.397,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
11397,AIR_11,COUNTRY,BWA,YEAR,AFR,Africa,SEX,SEX_FMLE,2018,GHECAUSE,GHECAUSE_GHE000390,,,,,263 [167-353],263.294,166.531,353.393,,2024-10-03T16:28:23.683+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
11907,AIR_11,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE000390,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
12077,AIR_11,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_BTSX,2013,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
12382,AIR_11,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE001140,,,,,3196 [1495-6062],3195.62,1494.503,6061.898,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
12455,AIR_11,COUNTRY,GBR,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
12539,AIR_11,COUNTRY,LUX,YEAR,EUR,Europe,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000680,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
12619,AIR_11,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE001180,,,,,936 [467-2116],935.734,466.997,2116.337,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
13172,AIR_11,COUNTRY,TGO,YEAR,AFR,Africa,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE001180,,,,,395 [270-602],394.787,269.711,601.847,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
13578,AIR_11,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2014,GHECAUSE,GHECAUSE_GHE001140,,,,,631 [387-971],631.363,386.659,970.775,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
13621,AIR_11,COUNTRY,ECU,YEAR,AMR,Americas,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE001140,,,,,88 [12-266],87.597,11.621,266.258,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
13867,AIR_11,COUNTRY,BEN,YEAR,AFR,Africa,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000680,,,,,14 [12-16],13.895,11.635,15.853,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
14043,AIR_11,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2010,GHECAUSE,GHECAUSE_GHE001130,,,,,11 [0-88],10.851,0,88.469,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
14178,AIR_11,COUNTRY,CPV,YEAR,AFR,Africa,SEX,SEX_FMLE,2015,GHECAUSE,GHECAUSE_GHE000000,,,,,85 [53-120],84.6,52.947,120.075,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
14265,AIR_11,COUNTRY,HUN,YEAR,EUR,Europe,SEX,SEX_MLE,2012,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
14362,AIR_11,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE000680,,,,,27 [22-30],26.537,22.254,30.16,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
14511,AIR_11,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
14680,AIR_11,COUNTRY,LBR,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,GHECAUSE,GHECAUSE_GHE001130,,,,,375 [311-448],374.873,311.168,448.429,,2024-10-03T16:28:23.683+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
14715,AIR_11,COUNTRY,CIV,YEAR,AFR,Africa,SEX,SEX_FMLE,2019,GHECAUSE,GHECAUSE_GHE000680,,,,,39 [31-46],39.254,30.918,45.983,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
14734,AIR_11,COUNTRY,IND,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000000,,,,,939 498 [589 736-1 276 938],939497.742,589736.382,1276938.232,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
15201,AIR_11,COUNTRY,USA,YEAR,AMR,Americas,SEX,SEX_BTSX,2014,GHECAUSE,GHECAUSE_GHE000000,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
15462,AIR_11,COUNTRY,BFA,YEAR,AFR,Africa,SEX,SEX_FMLE,2017,GHECAUSE,GHECAUSE_GHE000390,,,,,4267 [3359-4947],4267.2,3359.044,4947.456,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
15512,AIR_11,COUNTRY,MDV,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2011,GHECAUSE,GHECAUSE_GHE000000,,,,,26 [3-76],26.364,3.265,75.732,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
16116,AIR_11,COUNTRY,BRB,YEAR,AMR,Americas,SEX,SEX_MLE,2015,GHECAUSE,GHECAUSE_GHE001140,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
16462,AIR_11,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE001130,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
16764,AIR_11,COUNTRY,JOR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE001180,,,,,4 [0-24],3.604,0,24.102,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
16852,AIR_11,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2013,GHECAUSE,GHECAUSE_GHE001180,,,,,7 [4-11],6.862,4.301,11.098,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
17524,AIR_11,COUNTRY,SWZ,YEAR,AFR,Africa,SEX,SEX_BTSX,2016,GHECAUSE,GHECAUSE_GHE000390,,,,,391 [259-517],390.684,258.658,517.306,,2024-10-03T16:28:23.683+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
17576,AIR_11,COUNTRY,PRT,YEAR,EUR,Europe,SEX,SEX_BTSX,2011,GHECAUSE,GHECAUSE_GHE001180,,,,,0 [0-0],0,0,0,,2024-10-03T16:28:23.683+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
17774,AIR_11,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE001130,,,,,59 309 [43 208-76 553],59309.48,43207.687,76553.261,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
18487,AIR_11,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2017,GHECAUSE,GHECAUSE_GHE001140,,,,,32 171 [17 215-54 078],32170.889,17214.628,54077.764,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
19047,AIR_11,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_MLE,2017,GHECAUSE,GHECAUSE_GHE000000,,,,,2595 [309-5362],2595.115,309.418,5362.102,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
19161,AIR_11,REGION,AFR,YEAR,,,SEX,SEX_MLE,2014,GHECAUSE,GHECAUSE_GHE000000,,,,,386 753 [322 474-446 348],386753.402,322474.296,446347.563,,2024-10-03T16:28:23.683+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
19418,AIR_11,COUNTRY,TCD,YEAR,AFR,Africa,SEX,SEX_BTSX,2017,GHECAUSE,GHECAUSE_GHE000680,,,,,51 [43-58],50.868,42.959,57.552,,2024-10-03T16:28:23.683+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
19624,AIR_11,COUNTRY,PAK,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2012,GHECAUSE,GHECAUSE_GHE000390,,,,,44 168 [31 681-54 627],44168.296,31681.056,54626.63,,2024-10-03T16:28:23.683+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
20211,AIR_11,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_BTSX,2019,GHECAUSE,GHECAUSE_GHE000000,,,,,1465 [1093-1852],1465.258,1092.514,1852.374,,2024-10-03T16:28:23.683+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
20393,AIR_11,COUNTRY,SEN,YEAR,AFR,Africa,SEX,SEX_MLE,2013,GHECAUSE,GHECAUSE_GHE000000,,,,,3873 [3168-4498],3872.957,3168.055,4497.596,,2024-10-03T16:28:23.683+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
