IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,FALSE,,,,,,,,,,,,,24.85,,,,,,24.9,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2016,FALSE,,,,,,,,,,,,,24.95,,,,,,24.9,,"Data on Health, Culture, Sport, Living standards, Social order, Safety and Environment, General Statistics Office of Vietnam",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,FALSE,,,,,,,,,,,,,25.73,,,,,,25.7,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,FALSE,,,,,,,,,,,,,25.95,,,,,,26,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,FALSE,,,,,,,,,,,,,26.06,,,,,,26.1,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,TRUE,,,,,,,,,,,,,26.49,,,,,,26.5,,"Cameroon health map, MINSANTE",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2016,FALSE,,,,,,,,,,,,,26.88,,,,,,26.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2016,FALSE,,,,,,,,,,,,,27.3,,,,,,27.3,,"WHO EMRO Regional Observatory, data extracted on 28 July 2022",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2016,FALSE,,,,,,,,,,,,,27.34,,,,,,27.3,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,FALSE,,,,,,,,,,,,,27.47,,,,,,27.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,FALSE,,,,,,,,,,,,,28.34,,,,,,28.3,,"Statistics Suriname, Statistical yearbook",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2016,FALSE,,,,,,,,,,,,,28.36,,,,,,28.4,,"Statistical database, INSTAT",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,FALSE,,,,,,,,,,,,,29.67,,,,,,29.7,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,FALSE,,,,,,,,,,,,,29.78,,,,,,29.8,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,NER,Niger,Year,2016,FALSE,,,,,,,,,,,,,2.99,,,,,,3,,Ministry of Health,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,TRUE,,,,,,,,,,,,,3.3,,,,,,3.3,,Official report to WHO,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,FALSE,,,,,,,,,,,,,30.05,,,,,,30,,"Seychelles in figures, national bureau of statistics",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,FALSE,,,,,,,,,,,,,31.08,,,,,,31.1,,Brunei Darussalam Health Information Booklet,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,FALSE,,,,,,,,,,,,,31.31,,,,,,31.3,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2016,FALSE,,,,,,,,,,,,,31.27,,,,,,31.3,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,GRD,Grenada,Year,2016,FALSE,,,,,,,,,,,,,32.01,,,,,,32,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2016,FALSE,,,,,,,,,,,,,31.99,,,,,,32,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2016,FALSE,,,,,,,,,,,,,33.57,,,,,,33.6,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2016,FALSE,,,,,,,,,,,,,33.92,,,,,,33.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,FALSE,,,,,,,,,,,,,33.91,,,,,,33.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2016,FALSE,,,,,,,,,,,,,35.07,,,,,,35.1,,"Health statistics report, Ministry of health",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2016,FALSE,,,,,,,,,,,,,36.59,,,,,,36.6,,"Statistical YearBook of Georgia 2021, National Statistics Office of Georgia",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2016,FALSE,,,,,,,,,,,,,36.81,,,,,,36.8,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,DMA,Dominica,Year,2016,FALSE,,,,,,,,,,,,,36.96,,,,,,37,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2016,FALSE,,,,,,,,,,,,,37,,,,,,37,,"WHO EMRO Regional Observatory, data extracted on 28 July 2022",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2016,FALSE,,,,,,,,,,,,,38.08,,,,,,38.1,,"Annual Health Bulletin, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,TRUE,,,,,,,,,,,,,38.36,,,,,,38.4,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2016,FALSE,,,,,,,,,,,,,38.63,,,,,,38.6,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2016,FALSE,,,,,,,,,,,,,39.69,,,,,,39.7,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2016,FALSE,,,,,,,,,,,,,4.32,,,,,,4.3,,"INSAE, Annuaire statistique",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2016,FALSE,,,,,,,,,,,,,4.5,,,,,,4.5,,"Afghanistan Statistical Yearbook, National Statistic and Information Authority",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,FALSE,,,,,,,,,,,,,4.59,,,,,,4.6,,"Statistical abstract, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2016,FALSE,,,,,,,,,,,,,40.58,,,,,,40.6,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,FALSE,,,,,,,,,,,,,40.76,,,,,,40.8,,Special calculations provided by The State Statistical Committee of the Republic of Azerbaijan during 2021 SDG 3.8.1 country consultation,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CUB,Cuba,Year,2016,FALSE,,,,,,,,,,,,,41.26,,,,,,41.3,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2016,FALSE,,,,,,,,,,,,,41.97,,,,,,42,,"Open data, the State Committee of the Republic of Uzbekistan on Statistics",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2016,FALSE,,,,,,,,,,,,,42.12,,,,,,42.1,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,FALSE,,,,,,,,,,,,,42.07,,,,,,42.1,,"Turkmenstat, Turkmenistan, 2023.",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MKD,North Macedonia,Year,2016,FALSE,,,,,,,,,,,,,42.93,,,,,,42.9,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,FALSE,,,,,,,,,,,,,43.59,,,,,,43.6,,"Statistical yearbook of Armenia 2020, Statistical Committee of the Republic of Armenia",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,FALSE,,,,,,,,,,,,,44.33,,,,,,44.3,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2016,FALSE,,,,,,,,,,,,,44.73,,,,,,44.7,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2016,FALSE,,,,,,,,,,,,,45.2,,,,,,45.2,,"Statistical yearbook of the Kyrgyz Republic, National Statistical Committee of the Kyrgyz Republic",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2016,FALSE,,,,,,,,,,,,,45.48,,,,,,45.5,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,FALSE,,,,,,,,,,,,,45.63,,,,,,45.6,,"Health development main indicators 1991-2020, Statistics Agency under the President of the Republic of Tajikistan",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2016,FALSE,,,,,,,,,,,,,46.86,,,,,,46.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,FALSE,,,,,,,,,,,,,46.88,,,,,,46.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,FALSE,,,,,,,,,,,,,48.07,,,,,,48.1,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2016,FALSE,,,,,,,,,,,,,49.41,,,,,,49.4,,"Maldives Health Statistics, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,FALSE,,,,,,,,,,,,,49.69,,,,,,49.7,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,FALSE,,,,,,,,,,,,,5.01,,,,,,5,,"Pakistan statistical yearbook, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2016,FALSE,,,,,,,,,,,,,50.01,,,,,,50,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2016,FALSE,,,,,,,,,,,,,52.66,,,,,,52.7,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2016,FALSE,,,,,,,,,,,,,54.26,,,,,,54.3,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2016,FALSE,,,,,,,,,,,,,55.36,,,,,,55.4,,"Statistics of health protection, Agency for Strategic planning and reforms of the Republic of the Kazakhstan Bureau of National Statistics",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,FALSE,,,,,,,,,,,,,56.79,,,,,,56.8,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,FALSE,,,,,,,,,,,,,57.71,,,,,,57.7,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2016,FALSE,,,,,,,,,,,,,57.84,,,,,,57.8,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2016,FALSE,,,,,,,,,,,,,58.31,,,,,,58.3,,"Statistical databank, Statistica Moldovei",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,HND,Honduras,Year,2016,FALSE,,,,,,,,,,,,,6.3,,,,,,6.3,,SecretarÃ­a de Salud / Ãrea EstadÃ­stica de la Salud/ Actividades Hospitalarias,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,FALSE,,,,,,,,,,,,,6.3,,,,,,6.3,,"Liberia Service Availability and Readiness Assessment (SARA) 2016, Department of Policy, Planning, and M&E
Ministry of Health, Republic of Liberia",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,FALSE,,,,,,,,,,,,,6.7,,,,,,6.7,,"WHO EMRO Regional Observatory, data extracted on 28 July 2022",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,FALSE,,,,,,,,,,,,,6.69,,,,,,6.7,,"Annuaire des statistiques du Togo, INSEED",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,FALSE,,,,,,,,,,,,,60.26,,,,,,60.3,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2016,FALSE,,,,,,,,,,,,,63.17,,,,,,63.2,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2016,FALSE,,,,,,,,,,,,,65.42,,,,,,65.4,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2016,FALSE,,,,,,,,,,,,,65.44,,,,,,65.4,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2016,FALSE,,,,,,,,,,,,,66.89,,,,,,66.9,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2016,FALSE,,,,,,,,,,,,,68.07,,,,,,68.1,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,FALSE,,,,,,,,,,,,,7.25,,,,,,7.3,,"Statistical Yearbook, National Institute of Statistics of Rwanda",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,FALSE,,,,,,,,,,,,,7.31,,,,,,7.3,,"Annuaire des statistiques sanitaires, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,FALSE,,,,,,,,,,,,,7.77,,,,,,7.8,,"Anuario Estatistico Saude, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,FALSE,,,,,,,,,,,,,70.01,,,,,,70,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2016,FALSE,,,,,,,,,,,,,70.26,,,,,,70.3,,"Statistical Yearbook of Ukraine 2020, State Statistics Service of Ukraine",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,FALSE,,,,,,,,,,,,,71.51,,,,,,71.5,,"Eurostat Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2016,FALSE,,,,,,,,,,,,,74.04,,,,,,74,,"Medstat, Russian Research Institute of Health",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2016,FALSE,,,,,,,,,,,,,74.22,,,,,,74.2,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2016,FALSE,,,,,,,,,,,,,75.79,,,,,,75.8,,"Statistics database, Mongolian Statistical Information Service",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,FALSE,,,,,,,,,,,,,79.22,,,,,,79.2,,"National Health Information Bulletin, Ministry of Health",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,FALSE,,,,,,,,,,,,,7.97,,,,,,8,,"Health Bulletin, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2016,FALSE,,,,,,,,,,,,,8.7,,,,,,8.7,,"WHO EMRO Regional Observatory, data extracted on 28 July 2022",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,FALSE,,,,,,,,,,,,,8.82,,,,,,8.8,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2016,FALSE,,,,,,,,,,,,,8.91,,,,,,8.9,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,FALSE,,,,,,,,,,,,,8.89,,,,,,8.9,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,FALSE,,,,,,,,,,,,,80.64,,,,,,80.6,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BLZ,Belize,Year,2016,FALSE,,,,,,,,,,,,,9.42,,,,,,9.4,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2016,FALSE,,,,,,,,,,,,,98.39,,,,,,98.4,,Special calculations provided by BELSTAT during 2021 SDG 3.8.1 country consultation,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2015,FALSE,,,,,,,,,,,,,10.05,,,,,,10,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,GMB,Gambia,Year,2015,FALSE,,,,,,,,,,,,,10.11,,,,,,10.1,,"Services statistics report, Ministy of Health",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2015,FALSE,,,,,,,,,,,,,10.2,,,,,,10.2,,"Annual Health Report, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,SLV,El Salvador,Year,2015,FALSE,,,,,,,,,,,,,10.31,,,,,,10.3,,"WHO PAHO PLISA, 2022 edition",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2015,FALSE,,,,,,,,,,,,,10.63,,,,,,10.6,,"Department of Medical Service, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2015,FALSE,,,,,,,,,,,,,10.86,,,,,,10.9,,"Indonesia Health Profile, Ministry of Health",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2015,FALSE,,,,,,,,,,,,,100.2,,,,,,100.2,,Special calculations provided by BELSTAT during 2021 SDG 3.8.1 country consultation,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2015,FALSE,,,,,,,,,,,,,11.46,,,,,,11.5,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2015,FALSE,,,,,,,,,,,,,11.46,,,,,,11.5,,Ministry of Health,EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2015,FALSE,,,,,,,,,,,,,11.56,,,,,,11.6,,"Statistical DB, Laos Statistical Information Service",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2015,FALSE,,,,,,,,,,,,,11.77,,,,,,11.8,,"INE, Estadisticas sociales",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2015,FALSE,,,,,,,,,,,,,11.92,,,,,,11.9,,"Annual Health Report, MoH",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2015,FALSE,,,,,,,,,,,,,116.1,,,,,,116.1,,"OECD Health Statistics Database, data extracted on 4 January 2023",EN,2024-03-04T23:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2015,FALSE,,,,,,,,,,,,,12.73,,,,,,12.7,,"Egypt in figures, MoH",EN,2024-03-04T23:00:00.000Z
